date,drug_code,sales_qty,drug_name,tenant_id
2015-09-22,N05B,11.16,Anxiolytic,T002
2015-09-23,N05B,8.16,Anxiolytic,T002
2015-09-24,N05B,7.58,Anxiolytic,T002
2015-09-25,N05B,11.05,Anxiolytic,T002
2015-09-26,N05B,5.99,Anxiolytic,T002
2015-09-27,N05B,3.58,Anxiolytic,T002
2015-09-28,N05B,8.38,Anxiolytic,T002
2015-09-29,N05B,8.13,Anxiolytic,T002
2015-09-30,N05B,9.94,Anxiolytic,T002
2015-10-01,N05B,2.32,Anxiolytic,T002
2015-10-02,N05B,5.36,Anxiolytic,T002
2015-10-03,N05B,6.98,Anxiolytic,T002
2015-10-04,N05B,3.17,Anxiolytic,T002
2015-10-05,N05B,11.06,Anxiolytic,T002
2015-10-06,N05B,10.17,Anxiolytic,T002
2015-10-07,N05B,8.68,Anxiolytic,T002
2015-10-08,N05B,5.79,Anxiolytic,T002
2015-10-09,N05B,14.69,Anxiolytic,T002
2015-10-10,N05B,22.01,Anxiolytic,T002
2015-10-11,N05B,8.31,Anxiolytic,T002
2015-10-12,N05B,13.0,Anxiolytic,T002
2015-10-13,N05B,6.13,Anxiolytic,T002
2015-10-14,N05B,7.3,Anxiolytic,T002
2015-10-15,N05B,4.48,Anxiolytic,T002
2015-10-16,N05B,2.19,Anxiolytic,T002
2015-10-17,N05B,8.13,Anxiolytic,T002
2015-10-18,N05B,3.58,Anxiolytic,T002
2015-10-19,N05B,2.98,Anxiolytic,T002
2015-10-20,N05B,6.98,Anxiolytic,T002
2015-10-21,N05B,10.03,Anxiolytic,T002
2015-10-22,N05B,9.17,Anxiolytic,T002
2015-10-23,N05B,3.11,Anxiolytic,T002
2015-10-24,N05B,8.56,Anxiolytic,T002
2015-10-25,N05B,4.11,Anxiolytic,T002
2015-10-26,N05B,8.06,Anxiolytic,T002
2015-10-27,N05B,7.41,Anxiolytic,T002
2015-10-28,N05B,11.35,Anxiolytic,T002
2015-10-29,N05B,8.32,Anxiolytic,T002
2015-10-30,N05B,9.04,Anxiolytic,T002
2015-10-31,N05B,6.39,Anxiolytic,T002
2015-11-01,N05B,12.07,Anxiolytic,T002
2015-11-02,N05B,7.39,Anxiolytic,T002
2015-11-03,N05B,6.04,Anxiolytic,T002
2015-11-04,N05B,20.2,Anxiolytic,T002
2015-11-05,N05B,3.15,Anxiolytic,T002
2015-11-06,N05B,5.57,Anxiolytic,T002
2015-11-07,N05B,17.75,Anxiolytic,T002
2015-11-08,N05B,7.01,Anxiolytic,T002
2015-11-09,N05B,3.26,Anxiolytic,T002
2015-11-10,N05B,8.92,Anxiolytic,T002
2015-11-11,N05B,3.97,Anxiolytic,T002
2015-11-12,N05B,12.05,Anxiolytic,T002
2015-11-13,N05B,15.49,Anxiolytic,T002
2015-11-14,N05B,5.56,Anxiolytic,T002
2015-11-15,N05B,8.02,Anxiolytic,T002
2015-11-16,N05B,10.48,Anxiolytic,T002
2015-11-17,N05B,1.08,Anxiolytic,T002
2015-11-18,N05B,11.59,Anxiolytic,T002
2015-11-19,N05B,23.59,Anxiolytic,T002
2015-11-20,N05B,2.03,Anxiolytic,T002
2015-11-21,N05B,4.57,Anxiolytic,T002
2015-11-22,N05B,7.13,Anxiolytic,T002
2015-11-23,N05B,3.37,Anxiolytic,T002
2015-11-24,N05B,14.06,Anxiolytic,T002
2015-11-25,N05B,12.83,Anxiolytic,T002
2015-11-26,N05B,8.88,Anxiolytic,T002
2015-11-27,N05B,7.71,Anxiolytic,T002
2015-11-28,N05B,3.15,Anxiolytic,T002
2015-11-29,N05B,1.1,Anxiolytic,T002
2015-11-30,N05B,6.02,Anxiolytic,T002
2015-12-01,N05B,4.48,Anxiolytic,T002
2015-12-02,N05B,26.28,Anxiolytic,T002
2015-12-03,N05B,6.58,Anxiolytic,T002
2015-12-04,N05B,9.91,Anxiolytic,T002
2015-12-05,N05B,2.07,Anxiolytic,T002
2015-12-06,N05B,5.43,Anxiolytic,T002
2015-12-07,N05B,6.48,Anxiolytic,T002
2015-12-08,N05B,9.31,Anxiolytic,T002
2015-12-09,N05B,18.12,Anxiolytic,T002
2015-12-10,N05B,10.35,Anxiolytic,T002
2015-12-11,N05B,9.1,Anxiolytic,T002
2015-12-12,N05B,5.99,Anxiolytic,T002
2015-12-13,N05B,6.03,Anxiolytic,T002
2015-12-14,N05B,11.11,Anxiolytic,T002
2015-12-15,N05B,3.6,Anxiolytic,T002
2015-12-16,N05B,11.68,Anxiolytic,T002
2015-12-17,N05B,7.96,Anxiolytic,T002
2015-12-18,N05B,12.14,Anxiolytic,T002
2015-12-19,N05B,0.0,Anxiolytic,T002
2015-12-20,N05B,3.62,Anxiolytic,T002
2015-12-21,N05B,15.78,Anxiolytic,T002
2015-12-22,N05B,7.21,Anxiolytic,T002
2015-12-23,N05B,3.22,Anxiolytic,T002
2015-12-24,N05B,5.55,Anxiolytic,T002
2015-12-25,N05B,29.52,Anxiolytic,T002
2015-12-26,N05B,17.93,Anxiolytic,T002
2015-12-27,N05B,4.16,Anxiolytic,T002
2015-12-28,N05B,21.41,Anxiolytic,T002
2015-12-29,N05B,10.46,Anxiolytic,T002
2015-12-30,N05B,12.09,Anxiolytic,T002
2015-12-31,N05B,20.64,Anxiolytic,T002
2016-01-01,N05B,0.0,Anxiolytic,T002
2016-01-02,N05B,0.0,Anxiolytic,T002
2016-01-03,N05B,1.09,Anxiolytic,T002
2016-01-04,N05B,6.45,Anxiolytic,T002
2016-01-05,N05B,17.73,Anxiolytic,T002
2016-01-06,N05B,2.21,Anxiolytic,T002
2016-01-07,N05B,0.0,Anxiolytic,T002
2016-01-08,N05B,8.81,Anxiolytic,T002
2016-01-09,N05B,9.26,Anxiolytic,T002
2016-01-10,N05B,8.16,Anxiolytic,T002
2016-01-11,N05B,19.81,Anxiolytic,T002
2016-01-12,N05B,9.38,Anxiolytic,T002
2016-01-13,N05B,15.71,Anxiolytic,T002
2016-01-14,N05B,18.82,Anxiolytic,T002
2016-01-15,N05B,8.92,Anxiolytic,T002
2016-01-16,N05B,12.21,Anxiolytic,T002
2016-01-17,N05B,4.09,Anxiolytic,T002
2016-01-18,N05B,3.4,Anxiolytic,T002
2016-01-19,N05B,7.7,Anxiolytic,T002
2016-01-20,N05B,34.14,Anxiolytic,T002
2016-01-21,N05B,8.32,Anxiolytic,T002
2016-01-22,N05B,12.51,Anxiolytic,T002
2016-01-23,N05B,4.68,Anxiolytic,T002
2016-01-24,N05B,3.3,Anxiolytic,T002
2016-01-25,N05B,12.16,Anxiolytic,T002
2016-01-26,N05B,9.23,Anxiolytic,T002
2016-01-27,N05B,19.65,Anxiolytic,T002
2016-01-28,N05B,4.27,Anxiolytic,T002
2016-01-29,N05B,3.63,Anxiolytic,T002
2016-01-30,N05B,3.31,Anxiolytic,T002
2016-01-31,N05B,3.52,Anxiolytic,T002
2016-02-01,N05B,8.07,Anxiolytic,T002
2016-02-02,N05B,7.02,Anxiolytic,T002
2016-02-03,N05B,12.96,Anxiolytic,T002
2016-02-04,N05B,5.73,Anxiolytic,T002
2016-02-05,N05B,7.21,Anxiolytic,T002
2016-02-06,N05B,0.99,Anxiolytic,T002
2016-02-07,N05B,2.05,Anxiolytic,T002
2016-02-08,N05B,5.14,Anxiolytic,T002
2016-02-09,N05B,17.79,Anxiolytic,T002
2016-02-10,N05B,35.05,Anxiolytic,T002
2016-02-11,N05B,11.97,Anxiolytic,T002
2016-02-12,N05B,4.22,Anxiolytic,T002
2016-02-13,N05B,2.26,Anxiolytic,T002
2016-02-14,N05B,5.51,Anxiolytic,T002
2016-02-15,N05B,6.06,Anxiolytic,T002
2016-02-16,N05B,3.52,Anxiolytic,T002
2016-02-17,N05B,12.63,Anxiolytic,T002
2016-02-18,N05B,3.2,Anxiolytic,T002
2016-02-19,N05B,20.52,Anxiolytic,T002
2016-02-20,N05B,5.29,Anxiolytic,T002
2016-02-21,N05B,5.18,Anxiolytic,T002
2016-02-22,N05B,11.09,Anxiolytic,T002
2016-02-23,N05B,12.1,Anxiolytic,T002
2016-02-24,N05B,6.68,Anxiolytic,T002
2016-02-25,N05B,26.35,Anxiolytic,T002
2016-02-26,N05B,6.34,Anxiolytic,T002
2016-02-27,N05B,3.34,Anxiolytic,T002
2016-02-28,N05B,6.21,Anxiolytic,T002
2016-02-29,N05B,15.61,Anxiolytic,T002
2016-03-01,N05B,12.3,Anxiolytic,T002
2016-03-02,N05B,17.09,Anxiolytic,T002
2016-03-03,N05B,2.29,Anxiolytic,T002
2016-03-04,N05B,3.28,Anxiolytic,T002
2016-03-05,N05B,9.32,Anxiolytic,T002
2016-03-06,N05B,2.37,Anxiolytic,T002
2016-03-07,N05B,3.23,Anxiolytic,T002
2016-03-08,N05B,7.81,Anxiolytic,T002
2016-03-09,N05B,8.14,Anxiolytic,T002
2016-03-10,N05B,9.06,Anxiolytic,T002
2016-03-11,N05B,9.26,Anxiolytic,T002
2016-03-12,N05B,4.39,Anxiolytic,T002
2016-03-13,N05B,4.49,Anxiolytic,T002
2016-03-14,N05B,14.18,Anxiolytic,T002
2016-03-15,N05B,7.53,Anxiolytic,T002
2016-03-16,N05B,17.6,Anxiolytic,T002
2016-03-17,N05B,10.5,Anxiolytic,T002
2016-03-18,N05B,16.77,Anxiolytic,T002
2016-03-19,N05B,6.38,Anxiolytic,T002
2016-03-20,N05B,1.16,Anxiolytic,T002
2016-03-21,N05B,11.69,Anxiolytic,T002
2016-03-22,N05B,14.01,Anxiolytic,T002
2016-03-23,N05B,22.1,Anxiolytic,T002
2016-03-24,N05B,4.21,Anxiolytic,T002
2016-03-25,N05B,8.52,Anxiolytic,T002
2016-03-26,N05B,4.39,Anxiolytic,T002
2016-03-27,N05B,11.99,Anxiolytic,T002
2016-03-28,N05B,20.2,Anxiolytic,T002
2016-03-29,N05B,4.79,Anxiolytic,T002
2016-03-30,N05B,3.45,Anxiolytic,T002
2016-03-31,N05B,1.09,Anxiolytic,T002
2016-04-01,N05B,4.48,Anxiolytic,T002
2016-04-02,N05B,4.79,Anxiolytic,T002
2016-04-03,N05B,5.92,Anxiolytic,T002
2016-04-04,N05B,3.24,Anxiolytic,T002
2016-04-05,N05B,5.69,Anxiolytic,T002
2016-04-06,N05B,8.06,Anxiolytic,T002
2016-04-07,N05B,7.27,Anxiolytic,T002
2016-04-08,N05B,2.09,Anxiolytic,T002
2016-04-09,N05B,8.25,Anxiolytic,T002
2016-04-10,N05B,4.27,Anxiolytic,T002
2016-04-11,N05B,11.02,Anxiolytic,T002
2016-04-12,N05B,21.94,Anxiolytic,T002
2016-04-13,N05B,25.89,Anxiolytic,T002
2016-04-14,N05B,10.65,Anxiolytic,T002
2016-04-15,N05B,6.0,Anxiolytic,T002
2016-04-16,N05B,11.62,Anxiolytic,T002
2016-04-17,N05B,2.05,Anxiolytic,T002
2016-04-18,N05B,16.13,Anxiolytic,T002
2016-04-19,N05B,8.44,Anxiolytic,T002
2016-04-20,N05B,12.19,Anxiolytic,T002
2016-04-21,N05B,6.02,Anxiolytic,T002
2016-04-22,N05B,4.77,Anxiolytic,T002
2016-04-23,N05B,9.09,Anxiolytic,T002
2016-04-24,N05B,3.1,Anxiolytic,T002
2016-04-25,N05B,22.03,Anxiolytic,T002
2016-04-26,N05B,19.94,Anxiolytic,T002
2016-04-27,N05B,29.61,Anxiolytic,T002
2016-04-28,N05B,19.74,Anxiolytic,T002
2016-04-29,N05B,16.4,Anxiolytic,T002
2016-04-30,N05B,10.89,Anxiolytic,T002
2016-05-01,N05B,0.0,Anxiolytic,T002
2016-05-02,N05B,7.15,Anxiolytic,T002
2016-05-03,N05B,3.09,Anxiolytic,T002
2016-05-04,N05B,4.2,Anxiolytic,T002
2016-05-05,N05B,15.94,Anxiolytic,T002
2016-05-06,N05B,7.94,Anxiolytic,T002
2016-05-07,N05B,5.11,Anxiolytic,T002
2016-05-08,N05B,13.84,Anxiolytic,T002
2016-05-09,N05B,3.36,Anxiolytic,T002
2016-05-10,N05B,4.63,Anxiolytic,T002
2016-05-11,N05B,14.88,Anxiolytic,T002
2016-05-12,N05B,9.16,Anxiolytic,T002
2016-05-13,N05B,10.56,Anxiolytic,T002
2016-05-14,N05B,15.18,Anxiolytic,T002
2016-05-15,N05B,5.96,Anxiolytic,T002
2016-05-16,N05B,17.56,Anxiolytic,T002
2016-05-17,N05B,4.54,Anxiolytic,T002
2016-05-18,N05B,7.04,Anxiolytic,T002
2016-05-19,N05B,10.37,Anxiolytic,T002
2016-05-20,N05B,14.42,Anxiolytic,T002
2016-05-21,N05B,3.19,Anxiolytic,T002
2016-05-22,N05B,6.48,Anxiolytic,T002
2016-05-23,N05B,20.13,Anxiolytic,T002
2016-05-24,N05B,3.59,Anxiolytic,T002
2016-05-25,N05B,19.12,Anxiolytic,T002
2016-05-26,N05B,22.44,Anxiolytic,T002
2016-05-27,N05B,16.71,Anxiolytic,T002
2016-05-28,N05B,4.42,Anxiolytic,T002
2016-05-29,N05B,2.35,Anxiolytic,T002
2016-05-30,N05B,2.98,Anxiolytic,T002
2016-05-31,N05B,3.21,Anxiolytic,T002
2016-06-01,N05B,13.27,Anxiolytic,T002
2016-06-02,N05B,20.18,Anxiolytic,T002
2016-06-03,N05B,8.58,Anxiolytic,T002
2016-06-04,N05B,2.01,Anxiolytic,T002
2016-06-05,N05B,5.39,Anxiolytic,T002
2016-06-06,N05B,5.32,Anxiolytic,T002
2016-06-07,N05B,15.56,Anxiolytic,T002
2016-06-08,N05B,10.14,Anxiolytic,T002
2016-06-09,N05B,7.24,Anxiolytic,T002
2016-06-10,N05B,10.96,Anxiolytic,T002
2016-06-11,N05B,4.66,Anxiolytic,T002
2016-06-12,N05B,8.8,Anxiolytic,T002
2016-06-13,N05B,7.34,Anxiolytic,T002
2016-06-14,N05B,19.29,Anxiolytic,T002
2016-06-15,N05B,24.3,Anxiolytic,T002
2016-06-16,N05B,4.29,Anxiolytic,T002
2016-06-17,N05B,9.35,Anxiolytic,T002
2016-06-18,N05B,1.1,Anxiolytic,T002
2016-06-19,N05B,1.06,Anxiolytic,T002
2016-06-20,N05B,5.1,Anxiolytic,T002
2016-06-21,N05B,16.88,Anxiolytic,T002
2016-06-22,N05B,7.01,Anxiolytic,T002
2016-06-23,N05B,5.23,Anxiolytic,T002
2016-06-24,N05B,16.88,Anxiolytic,T002
2016-06-25,N05B,5.66,Anxiolytic,T002
2016-06-26,N05B,20.9,Anxiolytic,T002
2016-06-27,N05B,10.78,Anxiolytic,T002
2016-06-28,N05B,22.61,Anxiolytic,T002
2016-06-29,N05B,14.34,Anxiolytic,T002
2016-06-30,N05B,6.97,Anxiolytic,T002
2016-07-01,N05B,1.09,Anxiolytic,T002
2016-07-02,N05B,9.82,Anxiolytic,T002
2016-07-03,N05B,4.73,Anxiolytic,T002
2016-07-04,N05B,8.95,Anxiolytic,T002
2016-07-05,N05B,10.92,Anxiolytic,T002
2016-07-06,N05B,5.71,Anxiolytic,T002
2016-07-07,N05B,12.95,Anxiolytic,T002
2016-07-08,N05B,12.93,Anxiolytic,T002
2016-07-09,N05B,13.98,Anxiolytic,T002
2016-07-10,N05B,7.22,Anxiolytic,T002
2016-07-11,N05B,10.32,Anxiolytic,T002
2016-07-12,N05B,14.66,Anxiolytic,T002
2016-07-13,N05B,11.83,Anxiolytic,T002
2016-07-14,N05B,3.34,Anxiolytic,T002
2016-07-15,N05B,4.07,Anxiolytic,T002
2016-07-16,N05B,5.97,Anxiolytic,T002
2016-07-17,N05B,3.58,Anxiolytic,T002
2016-07-18,N05B,2.28,Anxiolytic,T002
2016-07-19,N05B,5.91,Anxiolytic,T002
2016-07-20,N05B,7.06,Anxiolytic,T002
2016-07-21,N05B,15.71,Anxiolytic,T002
2016-07-22,N05B,4.64,Anxiolytic,T002
2016-07-23,N05B,7.24,Anxiolytic,T002
2016-07-24,N05B,4.12,Anxiolytic,T002
2016-07-25,N05B,9.38,Anxiolytic,T002
2016-07-26,N05B,19.12,Anxiolytic,T002
2016-07-27,N05B,4.16,Anxiolytic,T002
2016-07-28,N05B,12.23,Anxiolytic,T002
2016-07-29,N05B,17.46,Anxiolytic,T002
2016-07-30,N05B,7.45,Anxiolytic,T002
2016-07-31,N05B,5.14,Anxiolytic,T002
2016-08-01,N05B,8.19,Anxiolytic,T002
2016-08-02,N05B,12.86,Anxiolytic,T002
2016-08-03,N05B,12.45,Anxiolytic,T002
2016-08-04,N05B,13.87,Anxiolytic,T002
2016-08-05,N05B,28.03,Anxiolytic,T002
2016-08-06,N05B,34.59,Anxiolytic,T002
2016-08-07,N05B,11.99,Anxiolytic,T002
2016-08-08,N05B,42.88,Anxiolytic,T002
2016-08-09,N05B,31.07,Anxiolytic,T002
2016-08-10,N05B,11.99,Anxiolytic,T002
2016-08-11,N05B,1.0,Anxiolytic,T002
2016-08-12,N05B,6.34,Anxiolytic,T002
2016-08-13,N05B,2.02,Anxiolytic,T002
2016-08-14,N05B,2.01,Anxiolytic,T002
2016-08-15,N05B,12.06,Anxiolytic,T002
2016-08-16,N05B,4.72,Anxiolytic,T002
2016-08-17,N05B,7.84,Anxiolytic,T002
2016-08-18,N05B,8.33,Anxiolytic,T002
2016-08-19,N05B,13.14,Anxiolytic,T002
2016-08-20,N05B,0.99,Anxiolytic,T002
2016-08-21,N05B,3.03,Anxiolytic,T002
2016-08-22,N05B,3.28,Anxiolytic,T002
2016-08-23,N05B,7.29,Anxiolytic,T002
2016-08-24,N05B,2.32,Anxiolytic,T002
2016-08-25,N05B,4.68,Anxiolytic,T002
2016-08-26,N05B,3.14,Anxiolytic,T002
2016-08-27,N05B,2.09,Anxiolytic,T002
2016-08-28,N05B,3.24,Anxiolytic,T002
2016-08-29,N05B,4.14,Anxiolytic,T002
2016-08-30,N05B,4.32,Anxiolytic,T002
2016-08-31,N05B,3.47,Anxiolytic,T002
2016-09-01,N05B,2.02,Anxiolytic,T002
2016-09-02,N05B,24.91,Anxiolytic,T002
2016-09-03,N05B,5.47,Anxiolytic,T002
2016-09-04,N05B,11.46,Anxiolytic,T002
2016-09-05,N05B,8.81,Anxiolytic,T002
2016-09-06,N05B,13.9,Anxiolytic,T002
2016-09-07,N05B,14.85,Anxiolytic,T002
2016-09-08,N05B,8.13,Anxiolytic,T002
2016-09-09,N05B,12.84,Anxiolytic,T002
2016-09-10,N05B,9.46,Anxiolytic,T002
2016-09-11,N05B,9.31,Anxiolytic,T002
2016-09-12,N05B,11.38,Anxiolytic,T002
2016-09-13,N05B,15.46,Anxiolytic,T002
2016-09-14,N05B,7.97,Anxiolytic,T002
2016-09-15,N05B,35.06,Anxiolytic,T002
2016-09-16,N05B,19.79,Anxiolytic,T002
2016-09-17,N05B,11.39,Anxiolytic,T002
2016-09-18,N05B,4.4,Anxiolytic,T002
2016-09-19,N05B,11.49,Anxiolytic,T002
2016-09-20,N05B,13.96,Anxiolytic,T002
2016-09-21,N05B,14.08,Anxiolytic,T002
2016-09-22,N05B,6.77,Anxiolytic,T002
2016-09-23,N05B,14.05,Anxiolytic,T002
2016-09-24,N05B,8.11,Anxiolytic,T002
2016-09-25,N05B,3.28,Anxiolytic,T002
2016-09-26,N05B,4.44,Anxiolytic,T002
2016-09-27,N05B,20.08,Anxiolytic,T002
2016-09-28,N05B,3.62,Anxiolytic,T002
2016-09-29,N05B,4.63,Anxiolytic,T002
2016-09-30,N05B,6.01,Anxiolytic,T002
2016-10-01,N05B,5.54,Anxiolytic,T002
2016-10-02,N05B,6.98,Anxiolytic,T002
2016-10-03,N05B,2.19,Anxiolytic,T002
2016-10-04,N05B,8.49,Anxiolytic,T002
2016-10-05,N05B,8.93,Anxiolytic,T002
2016-10-06,N05B,4.01,Anxiolytic,T002
2016-10-07,N05B,4.3,Anxiolytic,T002
2016-10-08,N05B,2.12,Anxiolytic,T002
2016-10-09,N05B,1.98,Anxiolytic,T002
2016-10-10,N05B,1.08,Anxiolytic,T002
2016-10-11,N05B,56.0,Anxiolytic,T002
2016-10-12,N05B,19.35,Anxiolytic,T002
2016-10-13,N05B,23.12,Anxiolytic,T002
2016-10-14,N05B,25.02,Anxiolytic,T002
2016-10-15,N05B,17.4,Anxiolytic,T002
2016-10-16,N05B,3.06,Anxiolytic,T002
2016-10-17,N05B,1.13,Anxiolytic,T002
2016-10-18,N05B,10.54,Anxiolytic,T002
2016-10-19,N05B,12.72,Anxiolytic,T002
2016-10-20,N05B,2.12,Anxiolytic,T002
2016-10-21,N05B,5.35,Anxiolytic,T002
2016-10-22,N05B,3.25,Anxiolytic,T002
2016-10-23,N05B,10.42,Anxiolytic,T002
2016-10-24,N05B,1.17,Anxiolytic,T002
2016-10-25,N05B,10.63,Anxiolytic,T002
2016-10-26,N05B,11.48,Anxiolytic,T002
2016-10-27,N05B,10.81,Anxiolytic,T002
2016-10-28,N05B,10.16,Anxiolytic,T002
2016-10-29,N05B,23.86,Anxiolytic,T002
2016-10-30,N05B,5.87,Anxiolytic,T002
2016-10-31,N05B,6.46,Anxiolytic,T002
2016-11-01,N05B,19.83,Anxiolytic,T002
2016-11-02,N05B,1.18,Anxiolytic,T002
2016-11-03,N05B,3.06,Anxiolytic,T002
2016-11-04,N05B,15.36,Anxiolytic,T002
2016-11-05,N05B,9.2,Anxiolytic,T002
2016-11-06,N05B,3.27,Anxiolytic,T002
2016-11-07,N05B,9.26,Anxiolytic,T002
2016-11-08,N05B,20.54,Anxiolytic,T002
2016-11-09,N05B,20.26,Anxiolytic,T002
2016-11-10,N05B,5.31,Anxiolytic,T002
2016-11-11,N05B,6.71,Anxiolytic,T002
2016-11-12,N05B,11.55,Anxiolytic,T002
2016-11-13,N05B,0.0,Anxiolytic,T002
2016-11-14,N05B,5.73,Anxiolytic,T002
2016-11-15,N05B,28.59,Anxiolytic,T002
2016-11-16,N05B,5.15,Anxiolytic,T002
2016-11-17,N05B,0.0,Anxiolytic,T002
2016-11-18,N05B,7.36,Anxiolytic,T002
2016-11-19,N05B,3.48,Anxiolytic,T002
2016-11-20,N05B,3.12,Anxiolytic,T002
2016-11-21,N05B,1.18,Anxiolytic,T002
2016-11-22,N05B,3.32,Anxiolytic,T002
2016-11-23,N05B,5.52,Anxiolytic,T002
2016-11-24,N05B,2.22,Anxiolytic,T002
2016-11-25,N05B,21.65,Anxiolytic,T002
2016-11-26,N05B,9.63,Anxiolytic,T002
2016-11-27,N05B,5.94,Anxiolytic,T002
2016-11-28,N05B,5.26,Anxiolytic,T002
2016-11-29,N05B,6.98,Anxiolytic,T002
2016-11-30,N05B,14.85,Anxiolytic,T002
2016-12-01,N05B,9.35,Anxiolytic,T002
2016-12-02,N05B,14.28,Anxiolytic,T002
2016-12-03,N05B,2.21,Anxiolytic,T002
2016-12-04,N05B,4.16,Anxiolytic,T002
2016-12-05,N05B,7.11,Anxiolytic,T002
2016-12-06,N05B,4.65,Anxiolytic,T002
2016-12-07,N05B,8.16,Anxiolytic,T002
2016-12-08,N05B,10.73,Anxiolytic,T002
2016-12-09,N05B,2.3,Anxiolytic,T002
2016-12-10,N05B,1.07,Anxiolytic,T002
2016-12-11,N05B,7.14,Anxiolytic,T002
2016-12-12,N05B,31.75,Anxiolytic,T002
2016-12-13,N05B,0.0,Anxiolytic,T002
2016-12-14,N05B,22.11,Anxiolytic,T002
2016-12-15,N05B,8.18,Anxiolytic,T002
2016-12-16,N05B,8.08,Anxiolytic,T002
2016-12-17,N05B,11.64,Anxiolytic,T002
2016-12-18,N05B,13.05,Anxiolytic,T002
2016-12-19,N05B,0.0,Anxiolytic,T002
2016-12-20,N05B,13.29,Anxiolytic,T002
2016-12-21,N05B,5.34,Anxiolytic,T002
2016-12-22,N05B,1.15,Anxiolytic,T002
2016-12-23,N05B,7.15,Anxiolytic,T002
2016-12-24,N05B,4.05,Anxiolytic,T002
2016-12-25,N05B,0.0,Anxiolytic,T002
2016-12-26,N05B,6.85,Anxiolytic,T002
2016-12-27,N05B,8.8,Anxiolytic,T002
2016-12-28,N05B,8.09,Anxiolytic,T002
2016-12-29,N05B,4.42,Anxiolytic,T002
2016-12-30,N05B,14.11,Anxiolytic,T002
2016-12-31,N05B,7.56,Anxiolytic,T002
2017-01-01,N05B,9.37,Anxiolytic,T002
2017-01-02,N05B,0.0,Anxiolytic,T002
2017-01-03,N05B,8.85,Anxiolytic,T002
2017-01-04,N05B,11.31,Anxiolytic,T002
2017-01-05,N05B,16.68,Anxiolytic,T002
2017-01-06,N05B,11.12,Anxiolytic,T002
2017-01-07,N05B,9.18,Anxiolytic,T002
2017-01-08,N05B,11.14,Anxiolytic,T002
2017-01-09,N05B,9.9,Anxiolytic,T002
2017-01-10,N05B,28.54,Anxiolytic,T002
2017-01-11,N05B,23.43,Anxiolytic,T002
2017-01-12,N05B,15.34,Anxiolytic,T002
2017-01-13,N05B,22.94,Anxiolytic,T002
2017-01-14,N05B,16.73,Anxiolytic,T002
2017-01-15,N05B,16.02,Anxiolytic,T002
2017-01-16,N05B,13.53,Anxiolytic,T002
2017-01-17,N05B,13.4,Anxiolytic,T002
2017-01-18,N05B,18.23,Anxiolytic,T002
2017-01-19,N05B,18.88,Anxiolytic,T002
2017-01-20,N05B,24.37,Anxiolytic,T002
2017-01-21,N05B,16.63,Anxiolytic,T002
2017-01-22,N05B,20.9,Anxiolytic,T002
2017-01-23,N05B,17.55,Anxiolytic,T002
2017-01-24,N05B,13.1,Anxiolytic,T002
2017-01-25,N05B,21.44,Anxiolytic,T002
2017-01-26,N05B,15.83,Anxiolytic,T002
2017-01-27,N05B,22.12,Anxiolytic,T002
2017-01-28,N05B,10.57,Anxiolytic,T002
2017-01-29,N05B,15.68,Anxiolytic,T002
2017-01-30,N05B,18.37,Anxiolytic,T002
2017-01-31,N05B,13.29,Anxiolytic,T002
2017-02-01,N05B,10.82,Anxiolytic,T002
2017-02-02,N05B,9.97,Anxiolytic,T002
2017-02-03,N05B,17.35,Anxiolytic,T002
2017-02-04,N05B,12.53,Anxiolytic,T002
2017-02-05,N05B,1.2,Anxiolytic,T002
2017-02-06,N05B,3.62,Anxiolytic,T002
2017-02-07,N05B,3.4,Anxiolytic,T002
2017-02-08,N05B,8.29,Anxiolytic,T002
2017-02-09,N05B,7.2,Anxiolytic,T002
2017-02-10,N05B,5.0,Anxiolytic,T002
2017-02-11,N05B,11.81,Anxiolytic,T002
2017-02-12,N05B,4.6,Anxiolytic,T002
2017-02-13,N05B,0.0,Anxiolytic,T002
2017-02-14,N05B,0.0,Anxiolytic,T002
2017-02-15,N05B,1.21,Anxiolytic,T002
2017-02-16,N05B,2.29,Anxiolytic,T002
2017-02-17,N05B,4.52,Anxiolytic,T002
2017-02-18,N05B,11.52,Anxiolytic,T002
2017-02-19,N05B,1.04,Anxiolytic,T002
2017-02-20,N05B,2.24,Anxiolytic,T002
2017-02-21,N05B,13.94,Anxiolytic,T002
2017-02-22,N05B,9.86,Anxiolytic,T002
2017-02-23,N05B,5.67,Anxiolytic,T002
2017-02-24,N05B,11.31,Anxiolytic,T002
2017-02-25,N05B,7.25,Anxiolytic,T002
2017-02-26,N05B,3.37,Anxiolytic,T002
2017-02-27,N05B,14.35,Anxiolytic,T002
2017-02-28,N05B,9.42,Anxiolytic,T002
2017-03-01,N05B,18.58,Anxiolytic,T002
2017-03-02,N05B,1.09,Anxiolytic,T002
2017-03-03,N05B,10.76,Anxiolytic,T002
2017-03-04,N05B,0.0,Anxiolytic,T002
2017-03-05,N05B,2.97,Anxiolytic,T002
2017-03-06,N05B,1.2,Anxiolytic,T002
2017-03-07,N05B,4.38,Anxiolytic,T002
2017-03-08,N05B,4.58,Anxiolytic,T002
2017-03-09,N05B,6.35,Anxiolytic,T002
2017-03-10,N05B,9.28,Anxiolytic,T002
2017-03-11,N05B,2.38,Anxiolytic,T002
