tenant_id,item_id,vendor_id,current_stock,min_required,max_capacity,avg_usage_per_day,restock_lead_time,days_until_stockout,stock_status,needs_reorder,inventory_date
T002,1,2,2335,442,4764,210,6,11.119047619047619,Safe,False,2025-04-17
T002,3,2,4503,578,1768,191,15,23.57591623036649,Safe,False,2025-04-18
T002,3,2,3320,68,5379,506,23,6.561264822134388,Warning,False,2025-04-19
T002,3,1,4722,27,1538,329,16,14.35258358662614,Warning,False,2025-04-20
T002,4,2,1098,224,3017,177,20,6.203389830508475,Warning,False,2025-04-21
T002,5,2,2809,873,500,425,13,6.609411764705882,Warning,False,2025-04-22
T002,3,2,4611,995,5911,261,8,17.666666666666668,Safe,False,2025-04-23
T002,5,3,4599,230,3970,194,1,23.70618556701031,Safe,False,2025-04-24
T002,1,1,2538,215,2298,179,26,14.17877094972067,Warning,False,2025-04-25
T002,2,2,1348,401,1100,329,21,4.09726443768997,Warning,False,2025-04-26
T002,2,1,2375,292,4074,329,21,7.218844984802431,Warning,False,2025-04-27
T002,1,2,1380,283,5623,402,27,3.4328358208955225,Warning,False,2025-04-28
T002,2,3,5137,718,1848,223,6,23.03587443946188,Safe,False,2025-04-29
T002,3,3,5117,565,1625,470,11,10.88723404255319,Warning,False,2025-04-30
T002,4,1,2429,441,2447,278,25,8.737410071942445,Warning,False,2025-05-01
T002,2,2,802,744,5222,256,12,3.1328125,Warning,False,2025-05-02
T002,1,3,1439,135,2525,52,22,27.673076923076923,Safe,False,2025-05-03
T002,4,2,2146,358,925,537,29,3.996275605214153,Warning,False,2025-05-04
T002,1,2,3341,515,5377,510,7,6.550980392156863,Warning,False,2025-05-05
T002,3,3,708,850,1637,121,2,5.851239669421488,Critical,True,2025-05-06
T002,1,3,1690,708,2949,241,21,7.012448132780083,Warning,False,2025-05-07
T002,3,3,166,805,862,117,14,1.4188034188034189,Critical,True,2025-05-08
T002,2,1,2721,16,1470,45,16,60.46666666666667,Safe,False,2025-05-09
T002,4,1,4763,913,4919,120,16,39.69166666666667,Safe,False,2025-05-10
T002,5,1,2345,703,5903,406,12,5.775862068965517,Warning,False,2025-05-11
T002,4,1,1140,897,4528,371,22,3.07277628032345,Warning,False,2025-05-12
T002,5,3,630,514,5251,471,4,1.3375796178343948,Warning,False,2025-05-13
T002,2,3,2990,36,1246,384,10,7.786458333333333,Warning,False,2025-05-14
T002,1,3,3587,645,4262,494,23,7.261133603238866,Warning,False,2025-05-15
T002,3,2,2704,725,840,70,25,38.628571428571426,Safe,False,2025-05-16
T002,3,3,4418,815,1064,50,24,88.36,Safe,False,2025-05-17
T002,3,3,3629,103,2445,420,5,8.64047619047619,Safe,False,2025-05-18
T002,2,3,4503,443,4768,144,29,31.270833333333332,Safe,False,2025-05-19
T002,2,3,4501,542,4677,25,27,180.04,Safe,False,2025-05-20
T002,5,3,5205,487,1145,419,24,12.422434367541767,Warning,False,2025-05-21
T002,4,1,3587,897,1211,450,25,7.971111111111111,Warning,False,2025-05-22
T002,4,1,5346,450,4851,472,18,11.326271186440678,Warning,False,2025-05-23
T002,1,3,3940,967,3921,374,21,10.53475935828877,Warning,False,2025-05-24
T002,5,2,3136,449,606,245,6,12.8,Safe,False,2025-05-25
T002,2,2,2713,742,1254,508,22,5.340551181102362,Warning,False,2025-05-26
T002,2,2,1756,161,2127,431,15,4.0742459396751745,Warning,False,2025-05-27
T002,3,2,902,707,5780,233,20,3.871244635193133,Warning,False,2025-05-28
T002,5,3,1596,659,1437,251,9,6.3585657370517925,Warning,False,2025-05-29
T002,5,2,138,650,3782,341,4,0.4046920821114369,Critical,True,2025-05-30
T002,2,1,2218,624,5009,351,6,6.319088319088319,Safe,False,2025-05-31
T002,5,2,3490,413,4582,455,4,7.670329670329671,Safe,False,2025-06-01
T002,3,2,4465,465,5984,234,21,19.081196581196583,Warning,False,2025-06-02
T002,3,2,4554,60,3197,10,7,455.4,Safe,False,2025-06-03
T002,2,2,4142,560,4650,505,2,8.201980198019802,Safe,False,2025-06-04
T002,2,1,2607,973,3452,328,26,7.948170731707317,Warning,False,2025-06-05
T002,5,2,4321,774,2709,461,10,9.373101952277658,Warning,False,2025-06-06
T002,5,1,4847,424,1029,193,13,25.1139896373057,Safe,False,2025-06-07
T002,4,2,1062,559,5093,491,24,2.1629327902240325,Warning,False,2025-06-08
T002,5,1,5213,962,2979,224,23,23.272321428571427,Safe,False,2025-06-09
T002,5,3,3593,904,4100,279,6,12.878136200716845,Safe,False,2025-06-10
T002,1,1,2728,655,3634,221,3,12.343891402714933,Safe,False,2025-06-11
T002,2,1,785,69,5435,130,26,6.038461538461538,Warning,False,2025-06-12
T002,5,2,1475,986,4594,343,28,4.300291545189505,Warning,False,2025-06-13
T002,1,1,220,484,1610,517,15,0.425531914893617,Critical,True,2025-06-14
T002,5,1,4063,455,3055,270,20,15.048148148148147,Warning,False,2025-06-15
T002,2,1,1422,809,1789,76,6,18.710526315789473,Safe,False,2025-06-16
T002,4,2,5267,976,4514,334,27,15.769461077844312,Warning,False,2025-06-17
T002,3,3,1802,355,5248,9,25,200.22222222222223,Safe,False,2025-06-18
T002,2,3,2686,213,5708,274,29,9.802919708029197,Warning,False,2025-06-19
T002,2,2,3317,667,1897,344,29,9.642441860465116,Warning,False,2025-06-20
T002,1,3,2764,41,2954,95,4,29.094736842105263,Safe,False,2025-06-21
T002,1,2,886,681,3105,96,16,9.229166666666666,Warning,False,2025-06-22
T002,1,2,4162,94,2325,360,2,11.561111111111112,Safe,False,2025-06-23
T002,4,1,4134,100,1202,22,26,187.9090909090909,Safe,False,2025-06-24
T002,1,2,1509,49,3385,189,23,7.984126984126984,Warning,False,2025-06-25
T002,2,3,3116,767,5233,360,11,8.655555555555555,Warning,False,2025-06-26
T002,1,2,396,188,5696,388,8,1.0206185567010309,Warning,False,2025-06-27
T002,5,1,2961,596,1181,394,9,7.5152284263959395,Warning,False,2025-06-28
T002,5,1,4304,304,2944,377,18,11.416445623342176,Warning,False,2025-06-29
T002,3,3,386,590,4281,398,26,0.9698492462311558,Critical,True,2025-06-30
T002,5,3,2223,389,2269,306,8,7.264705882352941,Warning,False,2025-07-01
T002,3,3,1528,561,3237,270,20,5.659259259259259,Warning,False,2025-07-02
T002,5,1,2215,137,4405,154,8,14.383116883116884,Safe,False,2025-07-03
T002,4,2,1351,217,2942,189,10,7.148148148148148,Warning,False,2025-07-04
T002,3,2,4129,23,4794,75,21,55.053333333333335,Safe,False,2025-07-05
T002,5,1,3000,173,2655,248,2,12.096774193548388,Safe,False,2025-07-06
T002,3,2,5257,496,5318,455,18,11.553846153846154,Warning,False,2025-07-07
T002,3,2,513,901,5223,447,25,1.1476510067114094,Critical,True,2025-07-08
T002,5,2,2059,405,5050,231,29,8.913419913419913,Warning,False,2025-07-09
T002,2,1,3794,369,3482,359,11,10.56824512534819,Warning,False,2025-07-10
T002,1,2,4666,341,5310,264,13,17.674242424242426,Safe,False,2025-07-11
T002,3,3,1953,832,4339,524,16,3.7270992366412212,Warning,False,2025-07-12
T002,3,1,619,430,4955,284,3,2.1795774647887325,Warning,False,2025-07-13
T002,3,1,3986,92,2332,178,1,22.39325842696629,Safe,False,2025-07-14
T002,1,2,2709,213,540,468,25,5.788461538461538,Warning,False,2025-07-15
T002,3,3,3564,701,4690,400,22,8.91,Warning,False,2025-07-16
T002,3,1,2829,172,4591,114,6,24.81578947368421,Safe,False,2025-07-17
T002,5,2,1198,964,2646,275,20,4.356363636363636,Warning,False,2025-07-18
T002,2,1,1404,90,5167,189,1,7.428571428571429,Safe,False,2025-07-19
T002,4,1,4181,550,3149,57,18,73.35087719298245,Safe,False,2025-07-20
T002,4,1,172,403,2447,535,24,0.32149532710280376,Critical,True,2025-07-21
T002,1,3,4842,879,1196,386,15,12.544041450777202,Warning,False,2025-07-22
T002,4,3,1834,18,5550,514,21,3.568093385214008,Warning,False,2025-07-23
T002,2,3,3639,155,1811,483,27,7.53416149068323,Warning,False,2025-07-24
T002,4,3,3447,762,3364,510,5,6.758823529411765,Safe,False,2025-07-25
T002,2,3,529,246,2674,278,5,1.9028776978417266,Warning,False,2025-07-26
T002,2,3,924,230,4983,339,13,2.725663716814159,Warning,False,2025-07-27
T002,5,2,4970,675,4916,473,13,10.50739957716702,Warning,False,2025-07-28
T002,4,3,2275,360,5099,256,5,8.88671875,Safe,False,2025-07-29
T002,3,3,4325,133,2203,385,16,11.233766233766234,Warning,False,2025-07-30
T002,1,1,3791,111,5632,146,6,25.965753424657535,Safe,False,2025-07-31
T002,3,1,4413,709,3400,204,23,21.63235294117647,Warning,False,2025-08-01
T002,4,3,968,389,4031,476,25,2.033613445378151,Warning,False,2025-08-02
T002,4,3,4319,69,4966,415,14,10.407228915662651,Warning,False,2025-08-03
T002,3,1,4370,196,5539,540,21,8.092592592592593,Warning,False,2025-08-04
T002,5,1,2497,284,4909,446,21,5.598654708520179,Warning,False,2025-08-05
T002,4,1,848,534,2697,300,27,2.8266666666666667,Warning,False,2025-08-06
T002,5,1,2572,907,4448,59,29,43.59322033898305,Safe,False,2025-08-07
T002,1,1,273,293,1024,517,8,0.528046421663443,Critical,True,2025-08-08
T002,4,1,343,532,1157,215,15,1.5953488372093023,Critical,True,2025-08-09
T002,3,1,3909,973,2147,446,24,8.76457399103139,Warning,False,2025-08-10
T002,5,2,4645,967,2997,543,21,8.554327808471454,Warning,False,2025-08-11
T002,1,3,2740,794,1817,485,6,5.649484536082475,Warning,False,2025-08-12
T002,2,3,571,293,1291,450,8,1.268888888888889,Warning,False,2025-08-13
T002,1,1,2099,646,5505,330,5,6.36060606060606,Safe,False,2025-08-14
T002,5,3,1362,784,636,375,16,3.632,Warning,False,2025-08-15
T002,4,1,367,522,2758,262,10,1.400763358778626,Critical,True,2025-08-16
T002,4,2,1122,17,4353,211,6,5.317535545023697,Warning,False,2025-08-17
T002,2,2,1747,675,3962,18,26,97.05555555555556,Safe,False,2025-08-18
T002,5,3,2771,77,911,389,2,7.123393316195373,Safe,False,2025-08-19
T002,4,2,1989,837,3737,309,21,6.436893203883495,Warning,False,2025-08-20
T002,4,1,4509,770,919,380,1,11.865789473684211,Safe,False,2025-08-21
T002,5,2,1748,382,4238,397,2,4.403022670025189,Safe,False,2025-08-22
T002,1,1,177,521,1472,101,20,1.7524752475247525,Critical,True,2025-08-23
T002,3,3,2012,430,2849,350,10,5.748571428571428,Warning,False,2025-08-24
T002,1,1,5214,438,4420,145,3,35.95862068965517,Safe,False,2025-08-25
T002,5,3,5460,735,3886,444,17,12.297297297297296,Warning,False,2025-08-26
T002,1,3,2234,635,3314,155,24,14.412903225806451,Warning,False,2025-08-27
T002,4,1,2847,768,1246,127,27,22.41732283464567,Warning,False,2025-08-28
T002,5,3,4591,521,1468,331,19,13.870090634441087,Warning,False,2025-08-29
T002,4,3,2065,210,3012,364,26,5.673076923076923,Warning,False,2025-08-30
T002,4,2,395,633,3817,433,27,0.9122401847575058,Critical,True,2025-08-31
T002,4,2,4308,176,3441,211,11,20.417061611374407,Safe,False,2025-09-01
T002,1,1,3840,948,5566,525,17,7.314285714285714,Warning,False,2025-09-02
T002,3,1,4330,686,2435,411,18,10.535279805352799,Warning,False,2025-09-03
T002,2,3,4777,78,986,193,9,24.751295336787564,Safe,False,2025-09-04
T002,3,2,195,101,5452,246,29,0.7926829268292683,Warning,False,2025-09-05
T002,2,3,243,791,3380,519,18,0.4682080924855491,Critical,True,2025-09-06
T002,5,1,1273,663,4558,438,27,2.906392694063927,Warning,False,2025-09-07
T002,3,1,4629,947,3464,77,18,60.116883116883116,Safe,False,2025-09-08
T002,2,2,3656,338,5603,191,6,19.141361256544503,Safe,False,2025-09-09
T002,4,3,1422,656,3747,538,10,2.643122676579926,Warning,False,2025-09-10
T002,5,2,5374,360,2994,150,7,35.82666666666667,Safe,False,2025-09-11
T002,3,1,3258,150,4949,328,13,9.932926829268293,Warning,False,2025-09-12
T002,1,1,4743,620,3596,122,7,38.877049180327866,Safe,False,2025-09-13
T002,5,2,4265,909,3270,441,16,9.671201814058957,Warning,False,2025-09-14
T002,4,2,3854,242,5948,197,25,19.563451776649746,Warning,False,2025-09-15
T002,4,3,4245,538,3771,326,2,13.021472392638037,Safe,False,2025-09-16
T002,4,2,4346,271,797,40,15,108.65,Safe,False,2025-09-17
T002,2,3,4324,562,1847,399,6,10.837092731829573,Safe,False,2025-09-18
T002,3,1,2698,449,3699,314,10,8.59235668789809,Warning,False,2025-09-19
T002,5,2,2583,935,4203,130,6,19.869230769230768,Safe,False,2025-09-20
T002,3,2,3126,703,4831,90,7,34.733333333333334,Safe,False,2025-09-21
T002,3,3,362,288,5644,42,12,8.619047619047619,Warning,False,2025-09-22
T002,2,3,1316,367,4168,2,26,658.0,Safe,False,2025-09-23
T002,2,3,4358,545,4002,513,17,8.495126705653021,Warning,False,2025-09-24
T002,4,1,4043,261,5140,316,20,12.794303797468354,Warning,False,2025-09-25
T002,3,2,3695,900,5398,38,27,97.23684210526316,Safe,False,2025-09-26
T002,2,2,5471,942,1360,410,24,13.34390243902439,Warning,False,2025-09-27
T002,4,3,952,757,728,4,19,238.0,Safe,False,2025-09-28
T002,5,1,1902,197,5446,460,26,4.1347826086956525,Warning,False,2025-09-29
T002,2,2,2974,44,1579,189,17,15.735449735449736,Warning,False,2025-09-30
T002,2,1,2278,976,3095,381,10,5.979002624671916,Warning,False,2025-10-01
T002,5,3,946,400,855,2,11,473.0,Safe,False,2025-10-02
T002,5,3,618,354,5849,391,10,1.5805626598465474,Warning,False,2025-10-03
T002,2,1,3300,598,2903,485,10,6.804123711340206,Warning,False,2025-10-04
T002,5,1,5367,27,5410,337,8,15.925816023738873,Safe,False,2025-10-05
T002,5,1,3508,617,591,114,27,30.771929824561404,Safe,False,2025-10-06
T002,4,1,4876,570,2610,327,24,14.91131498470948,Warning,False,2025-10-07
T002,2,1,3185,815,997,91,23,35.0,Safe,False,2025-10-08
T002,5,1,2241,10,2799,46,11,48.71739130434783,Safe,False,2025-10-09
T002,4,3,4557,468,3138,342,12,13.324561403508772,Safe,False,2025-10-10
T002,2,1,1470,635,5470,517,8,2.8433268858800775,Warning,False,2025-10-11
T002,2,1,4817,886,4647,194,28,24.829896907216494,Warning,False,2025-10-12
T002,2,2,3968,14,1402,102,1,38.90196078431372,Safe,False,2025-10-13
T002,5,3,4854,617,3227,422,23,11.502369668246445,Warning,False,2025-10-14
T002,5,3,3805,966,3040,495,1,7.686868686868687,Safe,False,2025-10-15
T002,3,3,3213,649,800,328,3,9.795731707317072,Safe,False,2025-10-16
T002,4,1,1510,532,2366,324,23,4.660493827160494,Warning,False,2025-10-17
T002,3,1,5146,807,3281,437,16,11.775743707093822,Warning,False,2025-10-18
T002,4,1,5083,875,1346,229,9,22.19650655021834,Safe,False,2025-10-19
T002,1,1,617,883,1652,454,16,1.3590308370044053,Critical,True,2025-10-20
T002,3,2,3002,250,3828,310,25,9.683870967741935,Warning,False,2025-10-21
T002,2,1,4858,535,2408,277,23,17.537906137184116,Warning,False,2025-10-22
T002,1,1,352,285,2617,267,20,1.3183520599250935,Warning,False,2025-10-23
T002,1,2,2396,51,5293,59,15,40.610169491525426,Safe,False,2025-10-24
T002,1,1,547,214,1810,518,3,1.055984555984556,Warning,False,2025-10-25
T002,4,1,4971,438,3334,211,4,23.55924170616114,Safe,False,2025-10-26
T002,5,2,102,61,5214,383,2,0.26631853785900783,Warning,False,2025-10-27
T002,5,1,4234,117,516,86,11,49.23255813953488,Safe,False,2025-10-28
T002,1,1,2896,154,2411,178,5,16.269662921348313,Safe,False,2025-10-29
T002,5,1,3751,514,3909,509,1,7.369351669941061,Safe,False,2025-10-30
T002,2,3,3224,764,5823,411,25,7.844282238442823,Warning,False,2025-10-31
T002,5,1,3176,943,2557,432,19,7.351851851851852,Warning,False,2025-11-01
T002,4,1,5046,536,2429,217,7,23.253456221198157,Safe,False,2025-11-02
T002,1,1,2946,686,1600,52,24,56.65384615384615,Safe,False,2025-11-03
T002,3,3,1155,124,2228,131,13,8.816793893129772,Warning,False,2025-11-04
T002,2,2,4463,142,5851,376,16,11.86968085106383,Warning,False,2025-11-05
T002,3,2,5432,313,2448,191,27,28.43979057591623,Safe,False,2025-11-06
T002,1,1,2684,906,2282,525,24,5.112380952380953,Warning,False,2025-11-07
T002,1,2,4477,827,3393,307,25,14.583061889250814,Warning,False,2025-11-08
T002,3,1,3956,943,5451,298,17,13.275167785234899,Warning,False,2025-11-09
T002,1,3,4147,264,3502,283,19,14.653710247349823,Warning,False,2025-11-10
T002,1,2,3158,469,3181,479,14,6.592901878914405,Warning,False,2025-11-11
T002,1,3,4937,822,3983,535,2,9.22803738317757,Safe,False,2025-11-12
T002,5,2,330,591,2399,201,23,1.6417910447761195,Critical,True,2025-11-13
T002,5,3,4088,370,4749,197,4,20.751269035532996,Safe,False,2025-11-14
T002,4,3,2939,504,2060,433,27,6.787528868360277,Warning,False,2025-11-15
T002,3,1,1777,794,4345,319,7,5.570532915360501,Warning,False,2025-11-16
T002,2,1,208,282,5654,270,8,0.7703703703703704,Critical,True,2025-11-17
T002,3,2,2482,788,576,45,26,55.15555555555556,Safe,False,2025-11-18
T002,3,3,415,527,3759,186,21,2.2311827956989245,Critical,True,2025-11-19
T002,4,2,4061,929,4127,268,17,15.152985074626866,Warning,False,2025-11-20
T002,5,1,787,953,1475,431,25,1.825986078886311,Critical,True,2025-11-21
T002,2,3,596,589,1327,452,3,1.3185840707964602,Warning,False,2025-11-22
T002,2,1,959,176,3849,174,29,5.511494252873563,Warning,False,2025-11-23
T002,4,2,428,284,2048,479,11,0.8935281837160751,Warning,False,2025-11-24
T002,1,3,2498,104,3428,205,20,12.185365853658537,Warning,False,2025-11-25
T002,3,1,1596,474,1145,20,3,79.8,Safe,False,2025-11-26
T002,3,3,594,809,2160,140,25,4.242857142857143,Critical,True,2025-11-27
T002,2,3,1027,436,2827,294,1,3.493197278911565,Safe,False,2025-11-28
T002,3,2,4544,57,3363,330,7,13.76969696969697,Safe,False,2025-11-29
T002,2,1,991,287,2542,492,14,2.0142276422764227,Warning,False,2025-11-30
T002,5,3,2582,65,4346,249,7,10.369477911646586,Safe,False,2025-12-01
T002,5,2,2912,340,568,495,26,5.8828282828282825,Warning,False,2025-12-02
T002,2,1,1019,118,5821,254,28,4.011811023622047,Warning,False,2025-12-03
T002,4,2,4236,41,5539,420,16,10.085714285714285,Warning,False,2025-12-04
T002,3,1,1752,605,3278,304,6,5.7631578947368425,Warning,False,2025-12-05
T002,2,3,3359,76,5071,244,14,13.76639344262295,Warning,False,2025-12-06
T002,4,2,4950,157,1796,430,10,11.511627906976743,Safe,False,2025-12-07
T002,5,1,1718,169,2262,7,24,245.42857142857142,Safe,False,2025-12-08
T002,3,2,2098,892,5745,217,20,9.668202764976959,Warning,False,2025-12-09
T002,3,3,1188,797,1552,496,23,2.3951612903225805,Warning,False,2025-12-10
T002,5,3,1588,817,4880,273,25,5.816849816849817,Warning,False,2025-12-11
T002,1,1,5404,945,3173,468,14,11.547008547008547,Warning,False,2025-12-12
T002,2,1,4063,583,3149,538,22,7.552044609665428,Warning,False,2025-12-13
T002,4,1,2375,619,1657,512,14,4.638671875,Warning,False,2025-12-14
T002,4,3,3988,950,2102,361,3,11.047091412742382,Safe,False,2025-12-15
T002,1,2,2812,254,1215,468,25,6.0085470085470085,Warning,False,2025-12-16
T002,4,1,5437,758,3137,309,10,17.59546925566343,Safe,False,2025-12-17
T002,4,2,1444,448,3244,238,2,6.067226890756302,Safe,False,2025-12-18
T002,3,3,1173,744,2577,199,27,5.894472361809045,Warning,False,2025-12-19
T002,2,2,4591,132,5045,417,14,11.009592326139089,Warning,False,2025-12-20
T002,3,1,3860,497,5937,166,21,23.253012048192772,Safe,False,2025-12-21
T002,5,1,5073,200,5084,46,1,110.28260869565217,Safe,False,2025-12-22
T002,3,1,1909,214,3726,289,26,6.6055363321799305,Warning,False,2025-12-23
T002,1,3,3722,922,1499,133,29,27.984962406015036,Warning,False,2025-12-24
T002,2,3,1486,90,2971,228,15,6.517543859649122,Warning,False,2025-12-25
T002,1,3,4128,520,605,57,5,72.42105263157895,Safe,False,2025-12-26
T002,2,2,3322,144,4973,185,8,17.956756756756757,Safe,False,2025-12-27
T002,2,1,5053,462,4856,28,17,180.46428571428572,Safe,False,2025-12-28
T002,2,3,2734,823,2932,35,10,78.11428571428571,Safe,False,2025-12-29
T002,4,3,1595,990,767,164,13,9.725609756097562,Warning,False,2025-12-30
T002,3,1,3024,516,679,162,18,18.666666666666668,Safe,False,2025-12-31
T002,4,1,2286,680,1111,321,5,7.121495327102804,Safe,False,2026-01-01
T002,4,1,1750,598,1464,529,17,3.3081285444234405,Warning,False,2026-01-02
T002,3,2,3171,901,1232,234,17,13.551282051282051,Warning,False,2026-01-03
T002,1,2,1438,703,5508,98,26,14.673469387755102,Warning,False,2026-01-04
T002,2,3,176,427,5480,529,17,0.332703213610586,Critical,True,2026-01-05
T002,1,2,2990,612,1594,101,4,29.603960396039604,Safe,False,2026-01-06
T002,1,3,1214,412,3308,331,9,3.6676737160120845,Warning,False,2026-01-07
T002,5,1,4387,144,2643,393,23,11.162849872773537,Warning,False,2026-01-08
T002,4,2,2030,642,1526,514,3,3.9494163424124515,Safe,False,2026-01-09
T002,2,3,196,140,5104,166,1,1.180722891566265,Safe,False,2026-01-10
T002,3,3,2128,164,3814,531,26,4.007532956685499,Warning,False,2026-01-11
T002,1,2,2638,248,4405,458,7,5.759825327510917,Warning,False,2026-01-12
T002,5,3,1441,291,2773,197,22,7.314720812182741,Warning,False,2026-01-13
T002,5,1,4419,535,1946,302,29,14.632450331125828,Warning,False,2026-01-14
T002,1,3,2998,969,3128,87,23,34.45977011494253,Safe,False,2026-01-15
T002,1,1,3361,741,2386,9,28,373.44444444444446,Safe,False,2026-01-16
T002,5,2,2587,584,5615,13,26,199.0,Safe,False,2026-01-17
T002,4,2,3434,67,2883,211,18,16.274881516587676,Warning,False,2026-01-18
T002,5,3,4298,303,5747,223,5,19.27354260089686,Safe,False,2026-01-19
T002,5,2,2762,951,4873,486,5,5.683127572016461,Safe,False,2026-01-20
T002,5,2,1845,415,4461,346,3,5.332369942196531,Safe,False,2026-01-21
T002,4,1,1166,117,5991,43,26,27.11627906976744,Safe,False,2026-01-22
T002,4,1,1432,514,1626,187,12,7.657754010695188,Warning,False,2026-01-23
T002,4,2,1387,847,4868,518,11,2.6776061776061777,Warning,False,2026-01-24
T002,3,2,4630,827,2550,494,3,9.37246963562753,Safe,False,2026-01-25
T002,3,3,1856,35,1201,38,12,48.8421052631579,Safe,False,2026-01-26
T002,3,1,1972,278,5730,231,13,8.536796536796537,Warning,False,2026-01-27
T002,3,2,3295,574,2836,470,21,7.01063829787234,Warning,False,2026-01-28
T002,2,3,3409,848,731,481,10,7.087318087318088,Warning,False,2026-01-29
T002,2,1,2005,953,4273,78,27,25.705128205128204,Warning,False,2026-01-30
T002,2,3,1441,775,885,145,4,9.937931034482759,Safe,False,2026-01-31
T002,1,2,2225,83,3864,468,20,4.754273504273504,Warning,False,2026-02-01
T002,2,2,2996,916,4429,418,7,7.167464114832536,Safe,False,2026-02-02
T002,1,2,3627,594,764,101,28,35.91089108910891,Safe,False,2026-02-03
T002,5,1,1958,484,3407,507,11,3.861932938856016,Warning,False,2026-02-04
T002,2,1,349,154,1524,185,17,1.8864864864864865,Warning,False,2026-02-05
T002,4,2,2177,361,663,235,9,9.263829787234043,Safe,False,2026-02-06
T002,3,3,3197,872,5810,310,26,10.312903225806451,Warning,False,2026-02-07
T002,1,2,4479,776,3496,283,6,15.826855123674912,Safe,False,2026-02-08
T002,5,2,1097,239,2186,119,16,9.218487394957982,Warning,False,2026-02-09
T002,2,1,4612,304,4213,461,27,10.004338394793926,Warning,False,2026-02-10
T002,3,3,904,186,2385,420,6,2.1523809523809523,Warning,False,2026-02-11
T002,4,3,3981,710,2807,495,19,8.042424242424243,Warning,False,2026-02-12
T003,1,1,1311,264,1018,97,17,13.515463917525773,Warning,False,2024-10-01
T003,1,1,2114,656,3556,50,12,42.28,Safe,False,2024-10-02
T003,2,1,2015,384,5562,423,6,4.763593380614657,Warning,False,2024-10-03
T003,2,2,1732,438,1131,186,15,9.311827956989248,Warning,False,2024-10-04
T003,3,3,2048,338,1013,142,12,14.422535211267606,Safe,False,2024-10-05
T003,3,2,1919,402,1715,347,26,5.530259365994237,Warning,False,2024-10-06
T003,3,3,329,210,3765,186,24,1.7688172043010753,Warning,False,2024-10-07
T003,3,2,105,502,2161,231,11,0.45454545454545453,Critical,True,2024-10-08
T003,1,1,672,751,1801,14,20,48.0,Critical,True,2024-10-09
T003,4,2,2081,28,1314,376,5,5.534574468085107,Safe,False,2024-10-10
T003,2,1,2933,12,2292,145,21,20.22758620689655,Warning,False,2024-10-11
T003,2,3,3834,207,4298,229,8,16.74235807860262,Safe,False,2024-10-12
T003,5,1,2803,231,3736,220,2,12.74090909090909,Safe,False,2024-10-13
T003,4,2,671,515,4238,207,24,3.241545893719807,Warning,False,2024-10-14
T003,4,3,4011,239,2184,178,24,22.53370786516854,Warning,False,2024-10-15
T003,2,2,2945,622,4936,374,25,7.874331550802139,Warning,False,2024-10-16
T003,4,2,396,372,3426,95,26,4.168421052631579,Warning,False,2024-10-17
T003,5,2,2048,167,3633,158,6,12.962025316455696,Safe,False,2024-10-18
T003,1,1,393,165,2450,449,23,0.8752783964365256,Warning,False,2024-10-19
T003,3,3,3669,667,3215,53,18,69.22641509433963,Safe,False,2024-10-20
T003,5,2,194,452,3288,412,17,0.470873786407767,Critical,True,2024-10-21
T003,3,1,2475,405,2109,337,17,7.344213649851632,Warning,False,2024-10-22
T003,2,2,1875,315,3900,353,1,5.311614730878187,Safe,False,2024-10-23
T003,1,3,2141,338,1419,374,19,5.724598930481283,Warning,False,2024-10-24
T003,5,1,2320,354,4914,308,4,7.532467532467533,Safe,False,2024-10-25
T003,4,2,1785,525,4644,28,2,63.75,Safe,False,2024-10-26
T003,1,2,710,634,2523,383,7,1.8537859007832898,Warning,False,2024-10-27
T003,5,1,3646,21,1823,8,21,455.75,Safe,False,2024-10-28
T003,1,3,643,835,1153,59,1,10.898305084745763,Critical,True,2024-10-29
T003,2,3,1203,444,1004,99,9,12.151515151515152,Safe,False,2024-10-30
T003,4,3,4165,665,867,423,25,9.846335697399526,Warning,False,2024-10-31
T003,3,1,2733,963,1517,238,7,11.483193277310924,Safe,False,2024-11-01
T003,3,1,742,141,1277,225,12,3.2977777777777777,Warning,False,2024-11-02
T003,3,2,1934,896,3727,214,5,9.037383177570094,Safe,False,2024-11-03
T003,5,1,4170,966,1497,45,22,92.66666666666667,Safe,False,2024-11-04
T003,1,2,590,945,5657,336,6,1.755952380952381,Critical,True,2024-11-05
T003,4,1,118,520,4602,58,8,2.0344827586206895,Critical,True,2024-11-06
T003,4,3,1990,991,3886,83,24,23.97590361445783,Warning,False,2024-11-07
T003,5,3,3183,167,5193,46,26,69.19565217391305,Safe,False,2024-11-08
T003,4,1,4083,959,5623,159,20,25.67924528301887,Safe,False,2024-11-09
T003,4,1,2757,77,4318,427,11,6.456674473067916,Warning,False,2024-11-10
T003,1,3,2300,578,3839,142,6,16.197183098591548,Safe,False,2024-11-11
T003,1,3,2078,213,2961,65,6,31.96923076923077,Safe,False,2024-11-12
T003,1,1,2467,385,5319,24,5,102.79166666666667,Safe,False,2024-11-13
T003,5,3,1238,89,5902,432,29,2.865740740740741,Warning,False,2024-11-14
T003,5,1,371,311,4676,359,11,1.033426183844011,Warning,False,2024-11-15
T003,5,1,1472,612,1687,340,26,4.329411764705882,Warning,False,2024-11-16
T003,4,1,217,89,2088,248,13,0.875,Warning,False,2024-11-17
T003,3,1,1827,235,5509,114,17,16.026315789473685,Warning,False,2024-11-18
