Date,Expense_Category,Amount,Description,tenant_id,nama_rs,kelas_rs,expense_level
2025-01-06,Supplies,36006.48,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-01-07,Supplies,48509.65,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-01-08,Supplies,23872.57,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-09,Staffing,23795.9,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-10,Supplies,23472.1,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-11,Supplies,52326.53,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-01-12,Equipment,33033.26,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-13,Staffing,16804.36,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-14,Supplies,21503.06,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-15,Staffing,20083.02,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-16,Supplies,11273.61,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-01-17,Staffing,28746.73,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-18,Staffing,29862.87,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-19,Supplies,7588.46,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-01-20,Staffing,21503.08,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-21,Staffing,33235.53,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-22,Equipment,24137.02,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-23,Staffing,45599.71,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-01-24,Equipment,54101.69,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-01-25,Supplies,14344.47,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-01-26,Supplies,12988.89,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-01-27,Supplies,16777.63,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-28,Staffing,47700.9,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-01-29,Staffing,51708.43,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-01-30,Staffing,24539.94,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-01-31,Supplies,46577.21,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-02-01,Equipment,19237.36,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-02,Equipment,48907.75,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-02-03,Equipment,17362.84,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-04,Supplies,19551.43,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-05,Equipment,47279.52,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-02-06,Equipment,23182.82,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-07,Equipment,43323.93,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-02-08,Supplies,52585.26,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-02-09,Staffing,3684.15,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-02-10,Equipment,37799.3,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-02-11,Equipment,13406.49,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-02-12,Staffing,6800.08,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-02-13,Staffing,19517.84,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-14,Supplies,23957.55,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-15,Staffing,14578.76,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-02-16,Supplies,18931.33,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-17,Equipment,16608.45,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-18,Equipment,21285.52,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-19,Supplies,13875.77,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-02-20,Supplies,28570.31,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-21,Equipment,15572.44,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-22,Staffing,34001.68,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-23,Equipment,15144.92,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-24,Supplies,41014.05,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-02-25,Equipment,31841.93,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-02-26,Staffing,47864.2,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-02-27,Staffing,52671.14,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-02-28,Supplies,37705.25,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-03-01,Staffing,1990.76,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-03-02,Equipment,31313.47,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-03,Supplies,37430.16,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-03-04,Staffing,30576.48,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-05,Supplies,50731.87,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-03-06,Staffing,4523.09,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-03-07,Supplies,22964.13,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-08,Staffing,32505.54,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-09,Supplies,30129.82,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-10,Supplies,28799.91,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-11,Staffing,23134.51,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-12,Supplies,24287.88,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-13,Staffing,32824.53,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-14,Supplies,27774.35,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-15,Staffing,43235.39,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-03-16,Supplies,16298.08,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-17,Staffing,2768.3,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-03-18,Staffing,48223.01,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-03-19,Equipment,47645.34,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-03-20,Equipment,9594.75,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-03-21,Supplies,3247.46,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-03-22,Supplies,22778.71,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-23,Equipment,29453.93,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-24,Staffing,11715.14,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-03-25,Supplies,24879.12,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-26,Staffing,10742.26,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-03-27,Staffing,32132.69,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-28,Supplies,25887.78,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-03-29,Supplies,5964.33,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-03-30,Staffing,14884.58,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-03-31,Staffing,40586.68,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-01,Supplies,45423.94,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-02,Supplies,16097.5,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-04-03,Staffing,27358.09,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-04-04,Staffing,7981.51,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-04-05,Staffing,44344.36,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-06,Supplies,9024.92,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-04-07,Staffing,35618.29,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-08,Supplies,36025.63,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-09,Equipment,14343.62,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-04-10,Staffing,24655.22,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-04-11,Staffing,5424.84,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-04-12,Supplies,23303.51,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-04-13,Supplies,11267.22,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-04-14,Equipment,53897.38,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-15,Supplies,30864.32,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-04-16,Equipment,11585.94,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-04-17,Staffing,43680.26,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-18,Staffing,32086.66,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-04-19,Supplies,37618.27,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-20,Supplies,49156.94,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-21,Equipment,38480.87,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-22,Supplies,11861.92,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-04-23,Staffing,52543.57,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-24,Staffing,47365.41,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-25,Supplies,28141.64,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-04-26,Staffing,35616.2,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-27,Staffing,40649.49,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-28,Staffing,45585.88,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-04-29,Staffing,11859.14,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-04-30,Supplies,27721.34,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-05-01,Supplies,36485.34,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-02,Supplies,54367.2,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-03,Equipment,11045.01,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-04,Staffing,8342.49,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-05,Supplies,4507.27,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-06,Staffing,6175.39,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-07,Staffing,47110.64,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-08,Supplies,2803.9,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-09,Supplies,44511.53,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-10,Supplies,7275.85,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-11,Supplies,13955.23,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-12,Equipment,33025.63,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-05-13,Supplies,44987.05,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-14,Equipment,49257.3,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-15,Equipment,48608.08,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-16,Staffing,4889.82,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-17,Equipment,5363.81,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-18,Staffing,25782.05,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-05-19,Equipment,36594.14,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-20,Supplies,49647.22,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-21,Staffing,4209.29,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-22,Staffing,20525.54,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-05-23,Supplies,49913.92,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-24,Staffing,42859.34,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-25,Equipment,45324.3,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-26,Staffing,13795.98,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-05-27,Staffing,37928.67,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-28,Staffing,32956.69,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-05-29,Equipment,36020.74,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-05-30,Equipment,20500.17,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-05-31,Supplies,24307.51,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-01,Equipment,48690.02,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-02,Equipment,19000.27,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-03,Supplies,38356.96,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-04,Staffing,26060.67,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-05,Equipment,22192.64,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-06,Staffing,29921.85,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-07,Supplies,25736.38,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-08,Equipment,4058.58,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-06-09,Staffing,7170.47,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-06-10,Supplies,38078.43,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-11,Equipment,42821.2,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-12,Equipment,34273.46,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-13,Equipment,24077.79,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-14,Equipment,39670.95,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-15,Supplies,41650.12,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-16,Equipment,48384.13,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-17,Staffing,22057.29,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-18,Equipment,11757.86,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-06-19,Equipment,12968.08,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-06-20,Staffing,36373.06,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-21,Equipment,29706.39,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-22,Supplies,41453.44,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-23,Equipment,4974.75,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-06-24,Supplies,21877.17,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-25,Supplies,38012.06,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-26,Equipment,41045.66,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-06-27,Equipment,21356.75,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-06-28,Equipment,2697.63,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-06-29,Supplies,8757.42,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-06-30,Staffing,1279.2,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-07-01,Supplies,4212.34,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-07-02,Equipment,39021.46,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-03,Equipment,23056.19,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-04,Staffing,34608.56,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-05,Supplies,21414.78,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-06,Equipment,36588.64,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-07,Supplies,50585.64,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-08,Staffing,28051.76,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-09,Staffing,10785.93,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-07-10,Supplies,45376.23,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-11,Supplies,13220.34,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-07-12,Staffing,1875.88,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-07-13,Supplies,19197.06,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-14,Supplies,40112.45,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-15,Supplies,18640.34,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-16,Staffing,54463.17,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-17,Equipment,28350.11,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-18,Equipment,5009.34,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-07-19,Supplies,17684.69,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-20,Staffing,17693.06,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-21,Supplies,30654.37,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-22,Equipment,5547.08,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-07-23,Equipment,52296.24,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-24,Supplies,23461.81,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-25,Supplies,52691.09,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-26,Supplies,51766.1,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-27,Equipment,15736.51,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-28,Staffing,16871.34,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-29,Equipment,35389.63,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-07-30,Staffing,21838.38,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-07-31,Staffing,18921.95,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-01,Supplies,36193.94,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-08-02,Staffing,14006.19,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-08-03,Equipment,12051.34,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-08-04,Equipment,17236.73,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-05,Supplies,33268.43,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-06,Staffing,11098.55,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-08-07,Equipment,6036.4,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-08-08,Equipment,29730.11,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-09,Supplies,33970.82,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-10,Supplies,15089.33,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-11,Staffing,42445.89,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-08-12,Staffing,4871.1,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-08-13,Supplies,39534.32,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-08-14,Supplies,22670.34,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-15,Staffing,22930.58,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-16,Staffing,26679.17,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-17,Supplies,53879.23,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-08-18,Supplies,43933.3,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-08-19,Equipment,11575.56,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-08-20,Supplies,10624.27,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-08-21,Equipment,40954.38,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-08-22,Supplies,18432.67,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-23,Supplies,43764.19,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-08-24,Supplies,29540.9,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-25,Supplies,32544.27,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-26,Equipment,13528.13,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-08-27,Staffing,19688.88,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-28,Staffing,15152.21,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-29,Staffing,45739.4,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-08-30,Equipment,20986.92,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-08-31,Supplies,47788.18,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-01,Staffing,52261.89,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-02,Supplies,24683.88,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-03,Supplies,45890.9,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-04,Equipment,52609.47,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-05,Equipment,17471.03,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-06,Equipment,35116.17,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-07,Staffing,47798.45,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-08,Supplies,21893.01,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-09,Staffing,31492.68,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-10,Supplies,10325.24,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-09-11,Staffing,54193.56,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-12,Supplies,27539.16,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-13,Supplies,24942.47,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-14,Supplies,29630.58,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-15,Staffing,30201.24,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-16,Staffing,42932.04,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-17,Staffing,38545.86,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-18,Staffing,48905.47,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-19,Staffing,42344.6,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-20,Equipment,3463.24,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-09-21,Staffing,13666.86,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-09-22,Equipment,37977.39,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-23,Supplies,46619.57,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-24,Equipment,27256.86,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-25,Staffing,40057.35,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,High
2025-09-26,Supplies,29179.73,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-27,Staffing,22370.41,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-28,Supplies,17135.9,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Medium
2025-09-29,Equipment,3985.93,Surgical masks,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-09-30,Staffing,9799.37,Surgeons' salaries,T002,RSUD dr. Mohamad Soewandhie,B,Low
2025-10-01,Supplies,17580.44,Ventilators,T002,RSUD dr. Mohamad Soewandhie,B,Medium
