Date,Item_ID,Item_Type,Item_Name,Current_Stock,Min_Required,Max_Capacity,Unit_Cost,Avg_Usage_Per_Day,Restock_Lead_Time,Vendor_ID,Needs_Reorder,Days_Until_Stockout,Inventory_Value,Stock_Status,tenant_id,nama_rs,kelas_rs
2025-01-01,103,Equipment,X-ray Machine,957,894,4056,14820.61,100,13,V003,False,9.57,14183323.770000001,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-02,100,Equipment,IV Drip,2336,167,2748,3509.51,169,25,V001,False,13.822485207100591,8198215.36,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-03,105,Equipment,IV Drip,3269,713,4715,9439.58,127,16,V003,False,25.74015748031496,30857987.02,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-01-04,100,Consumable,Ventilator,586,839,2862,12144.29,318,1,V002,True,1.8427672955974843,7116553.94,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-01-05,101,Consumable,Gloves,3231,613,4285,3592.18,382,2,V002,False,8.458115183246074,11606333.58,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-01-06,102,Consumable,X-ray Machine,3556,633,3969,10943.91,276,14,V001,False,12.884057971014492,38916543.96,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-07,104,Consumable,Surgical Mask,1323,221,5265,14776.76,231,2,V001,False,5.7272727272727275,19549653.48,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-01-08,102,Equipment,Surgical Mask,207,370,3138,13348.52,50,4,V002,True,4.14,2763143.64,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-01-09,100,Consumable,Ventilator,1017,100,577,12615.11,50,8,V001,False,20.34,12829566.870000001,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-01-10,103,Consumable,Surgical Mask,2369,548,4514,2409.08,101,25,V002,False,23.455445544554454,5707110.52,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-11,102,Consumable,Gloves,3720,595,5296,19127.81,310,5,V003,False,12.0,71155453.2,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-01-12,100,Consumable,IV Drip,1186,956,1088,2818.77,180,7,V003,False,6.588888888888889,3343061.22,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-13,107,Equipment,X-ray Machine,1203,233,5849,12244.95,169,28,V003,False,7.118343195266272,14730674.850000001,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-14,105,Equipment,IV Drip,2152,872,4241,2591.06,290,27,V001,False,7.4206896551724135,5575961.12,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-15,109,Equipment,Ventilator,1190,795,4671,10794.3,435,3,V003,False,2.735632183908046,12845217.0,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-16,100,Equipment,IV Drip,2305,721,2525,17348.74,243,14,V002,False,9.48559670781893,39988845.7,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-17,102,Equipment,Gloves,1774,834,2405,12605.89,397,7,V002,False,4.468513853904282,22362848.86,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-18,107,Consumable,Surgical Mask,454,813,2444,18171.78,28,16,V002,True,16.214285714285715,8249988.119999999,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-01-19,102,Equipment,X-ray Machine,1912,211,4399,13171.06,308,26,V002,False,6.207792207792208,25183066.72,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-20,109,Consumable,Gloves,1887,742,5268,9108.27,74,17,V002,False,25.5,17187305.490000002,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-01-21,102,Consumable,Ventilator,1853,825,992,9337.51,137,17,V003,False,13.525547445255475,17302406.03,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-22,103,Equipment,X-ray Machine,118,58,5874,4233.14,378,19,V002,False,0.31216931216931215,499510.52,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-23,103,Equipment,IV Drip,680,385,4292,19077.24,376,10,V003,False,1.8085106382978724,12972523.200000001,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-24,102,Equipment,Ventilator,2750,977,5606,6218.86,352,26,V002,False,7.8125,17101865.0,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-25,103,Equipment,IV Drip,174,639,4192,7999.22,22,1,V001,True,7.909090909090909,1391864.28,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-01-26,104,Equipment,Gloves,1349,589,1638,596.28,32,16,V003,False,42.15625,804381.72,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-01-27,101,Consumable,Gloves,2009,645,4607,7760.43,94,22,V001,False,21.372340425531913,15590703.870000001,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-28,102,Consumable,Ventilator,3622,721,2819,2334.56,398,17,V003,False,9.100502512562814,8455776.32,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-29,109,Equipment,Surgical Mask,1635,328,5901,3828.92,323,11,V003,False,5.061919504643963,6260284.2,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-01-30,101,Consumable,Ventilator,3860,978,5385,15790.87,412,5,V001,False,9.368932038834952,60952758.2,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-01-31,104,Consumable,Surgical Mask,1993,303,2698,9444.07,138,8,V002,False,14.442028985507246,18822031.509999998,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-02-01,106,Equipment,Ventilator,3083,15,1262,16754.86,200,24,V002,False,15.415,51655233.38,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-02,108,Equipment,Ventilator,88,619,2383,6457.32,5,18,V002,True,17.6,568244.1599999999,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-02-03,102,Equipment,X-ray Machine,1161,65,4704,7664.23,217,9,V002,False,5.350230414746544,8898171.03,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-04,103,Consumable,Surgical Mask,2761,486,5052,16642.78,390,7,V003,False,7.079487179487179,45950715.58,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-02-05,100,Consumable,Surgical Mask,59,440,1359,1353.1,369,14,V002,True,0.15989159891598917,79832.9,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-02-06,100,Equipment,Gloves,898,48,5072,16408.54,408,6,V003,False,2.200980392156863,14734868.92,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-07,106,Equipment,IV Drip,3256,571,3291,4108.2,215,18,V003,False,15.144186046511628,13376299.2,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-08,100,Consumable,Gloves,4140,274,4699,13098.78,35,6,V003,False,118.28571428571429,54228949.2,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-02-09,106,Consumable,Surgical Mask,219,644,599,10657.62,346,5,V001,True,0.6329479768786127,2334018.7800000003,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-02-10,103,Consumable,X-ray Machine,2341,203,4989,15785.82,284,3,V001,False,8.242957746478874,36954604.62,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-02-11,103,Equipment,Surgical Mask,1941,332,1386,15330.07,186,23,V002,False,10.435483870967742,29755665.87,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-12,108,Equipment,IV Drip,1865,72,1320,11508.29,67,29,V003,False,27.83582089552239,21462960.85,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-13,108,Consumable,IV Drip,2020,26,3871,11614.0,206,27,V002,False,9.805825242718447,23460280.0,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-14,108,Equipment,Ventilator,1246,199,3397,14687.35,446,18,V001,False,2.7937219730941703,18300438.1,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-15,102,Consumable,X-ray Machine,4230,204,2318,12211.46,392,28,V001,False,10.790816326530612,51654475.8,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-16,103,Equipment,Gloves,1644,277,1962,11180.05,26,2,V001,False,63.23076923076923,18380002.2,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-02-17,102,Consumable,X-ray Machine,1057,425,1855,9954.16,360,28,V003,False,2.936111111111111,10521547.12,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-18,100,Equipment,Ventilator,1629,404,3520,19150.22,176,8,V001,False,9.255681818181818,31195708.380000003,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-02-19,108,Equipment,Surgical Mask,129,30,2817,4425.19,33,14,V001,False,3.909090909090909,570849.5099999999,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-20,108,Equipment,IV Drip,1426,110,1468,8742.17,122,26,V002,False,11.688524590163935,12466334.42,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-21,103,Equipment,Surgical Mask,1875,792,732,8376.04,419,6,V002,False,4.4749403341288785,15705075.000000002,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-22,108,Consumable,Surgical Mask,813,642,3717,11731.33,144,5,V002,False,5.645833333333333,9537571.29,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-02-23,102,Consumable,Ventilator,120,62,5790,13675.82,155,27,V002,False,0.7741935483870968,1641098.4,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-24,108,Consumable,Gloves,1607,465,3872,4455.81,38,18,V001,False,42.28947368421053,7160486.670000001,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-02-25,104,Equipment,Surgical Mask,4020,679,3798,11237.37,418,16,V001,False,9.617224880382775,45174227.400000006,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-26,103,Equipment,IV Drip,1272,911,2239,18407.82,256,22,V003,False,4.96875,23414747.04,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-27,100,Equipment,IV Drip,2523,280,3403,4687.32,345,8,V001,False,7.3130434782608695,11826108.36,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-02-28,104,Equipment,Gloves,975,636,5434,2216.52,165,9,V002,False,5.909090909090909,2161107.0,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-01,103,Consumable,Gloves,1640,760,4130,5585.01,278,19,V003,False,5.899280575539568,9159416.4,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-02,106,Consumable,Ventilator,3643,985,543,11055.04,107,21,V003,False,34.046728971962615,40273510.720000006,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-03,109,Consumable,X-ray Machine,2416,829,1077,9049.9,154,26,V001,False,15.688311688311689,21864558.4,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-04,108,Consumable,IV Drip,1104,42,3522,8807.99,224,8,V001,False,4.928571428571429,9724020.959999999,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-05,100,Consumable,Surgical Mask,3357,417,4953,13084.14,374,3,V003,False,8.975935828877006,43923457.98,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-06,108,Consumable,Ventilator,4134,771,2669,18329.75,78,9,V003,False,53.0,75775186.5,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-07,105,Equipment,Gloves,3102,869,5795,3717.66,52,19,V003,False,59.65384615384615,11532181.32,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-08,109,Equipment,Surgical Mask,916,784,3744,6971.8,449,18,V001,False,2.0400890868596884,6386168.8,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-09,100,Consumable,X-ray Machine,1501,723,3325,7703.61,22,9,V002,False,68.22727272727273,11563118.61,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-10,109,Equipment,Gloves,3367,130,1015,3067.83,112,8,V003,False,30.0625,10329383.61,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-11,106,Consumable,X-ray Machine,2062,75,1917,17810.15,292,2,V001,False,7.061643835616438,36724529.300000004,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-12,105,Consumable,X-ray Machine,2876,85,4719,18648.9,58,4,V003,False,49.58620689655172,53634236.400000006,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-13,103,Equipment,IV Drip,511,865,3055,19984.16,362,27,V001,True,1.4116022099447514,10211905.76,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-03-14,101,Consumable,IV Drip,327,518,5654,4744.54,179,22,V001,True,1.8268156424581006,1551464.58,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-03-15,108,Equipment,X-ray Machine,3374,720,4050,1435.5,62,16,V001,False,54.41935483870968,4843377.0,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-16,100,Consumable,IV Drip,3341,818,5914,2967.9,184,25,V001,False,18.157608695652176,9915753.9,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-17,104,Consumable,Gloves,605,710,2754,16417.4,433,18,V003,True,1.3972286374133949,9932527.0,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-03-18,109,Consumable,X-ray Machine,1097,46,3410,18593.6,188,20,V002,False,5.835106382978723,20397179.2,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-19,106,Consumable,X-ray Machine,720,918,4006,7118.28,348,26,V003,True,2.0689655172413794,5125161.6,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-03-20,105,Equipment,Ventilator,1573,941,641,19249.94,183,2,V003,False,8.595628415300547,30280155.619999997,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-21,107,Consumable,Ventilator,2989,72,1355,15939.13,382,11,V002,False,7.824607329842932,47642059.57,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-22,108,Consumable,Ventilator,2542,463,1305,7070.18,150,19,V001,False,16.946666666666665,17972397.560000002,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-23,108,Equipment,Ventilator,2524,840,4433,17019.13,395,8,V002,False,6.389873417721519,42956284.120000005,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-24,109,Equipment,Surgical Mask,3267,452,4321,12820.29,228,12,V003,False,14.328947368421053,41883887.43,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-25,102,Consumable,Ventilator,259,598,3918,8929.95,94,6,V001,True,2.75531914893617,2312857.0500000003,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-03-26,108,Consumable,Gloves,1177,540,582,9038.79,223,27,V003,False,5.278026905829597,10638655.830000002,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-03-27,106,Equipment,Surgical Mask,1357,394,4554,19242.41,116,9,V001,False,11.698275862068966,26111950.37,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-28,106,Consumable,Gloves,1468,11,5114,5860.81,239,6,V003,False,6.142259414225942,8603669.08,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-29,109,Equipment,Ventilator,3571,734,2110,13394.06,68,20,V001,False,52.51470588235294,47830188.26,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-03-30,101,Consumable,X-ray Machine,388,727,3061,16084.3,386,3,V003,True,1.005181347150259,6240708.399999999,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-03-31,106,Equipment,Surgical Mask,1216,612,4029,7707.98,48,22,V001,False,25.333333333333332,9372903.68,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-01,108,Consumable,X-ray Machine,1412,122,4772,9286.07,189,5,V002,False,7.470899470899471,13111930.84,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-02,108,Equipment,Gloves,1665,117,754,12845.61,321,25,V003,False,5.186915887850467,21387940.650000002,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-03,103,Equipment,Gloves,3653,159,5767,11755.83,326,2,V002,False,11.205521472392638,42944046.99,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-04,102,Equipment,Surgical Mask,2940,600,3381,14664.65,158,1,V001,False,18.60759493670886,43114071.0,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-05,103,Consumable,Gloves,2778,279,2535,17113.0,178,25,V001,False,15.606741573033707,47539914.0,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-06,106,Equipment,Surgical Mask,3578,77,2264,10835.1,441,14,V002,False,8.113378684807257,38767987.800000004,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-07,103,Consumable,Gloves,1373,883,1431,19188.41,44,16,V001,False,31.204545454545453,26345686.93,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-08,106,Equipment,X-ray Machine,2587,411,2813,5623.07,381,25,V001,False,6.79002624671916,14546882.09,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-09,105,Equipment,IV Drip,3947,271,5341,1335.6,33,5,V001,False,119.60606060606061,5271613.199999999,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-10,107,Consumable,Ventilator,2091,36,513,7687.38,350,1,V002,False,5.974285714285714,16074311.58,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-11,100,Consumable,Ventilator,3612,713,5033,19281.88,227,5,V003,False,15.911894273127754,69646150.56,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-12,108,Consumable,IV Drip,2881,421,5580,15278.79,448,29,V003,False,6.430803571428571,44018193.99,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-13,104,Equipment,IV Drip,308,759,1278,3938.24,184,19,V003,True,1.673913043478261,1212977.92,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-04-14,106,Equipment,Surgical Mask,1158,947,4717,19594.12,36,24,V001,False,32.166666666666664,22689990.959999997,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-15,105,Consumable,Gloves,360,535,1823,14048.5,200,21,V001,True,1.8,5057460.0,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-04-16,108,Consumable,X-ray Machine,751,823,4185,15984.82,212,5,V002,True,3.542452830188679,12004599.82,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-04-17,102,Consumable,Ventilator,1805,442,4764,1077.86,172,6,V002,False,10.494186046511627,1945537.2999999998,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-18,103,Consumable,IV Drip,3480,578,1768,14453.29,157,15,V002,False,22.1656050955414,50297449.2,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-19,109,Consumable,IV Drip,2565,68,5379,9672.78,414,23,V002,False,6.195652173913044,24810680.700000003,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-20,107,Consumable,IV Drip,3649,27,1538,15898.63,269,16,V001,False,13.565055762081784,58014100.87,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-21,105,Equipment,Gloves,848,224,3017,14321.3,145,20,V002,False,5.848275862068966,12144462.399999999,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-22,103,Consumable,X-ray Machine,2171,873,500,3528.79,347,13,V002,False,6.256484149855908,7661003.09,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-23,104,Consumable,IV Drip,3563,995,5911,18374.44,213,8,V002,False,16.727699530516432,65468129.72,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-24,105,Consumable,X-ray Machine,3554,230,3970,11554.34,158,1,V003,False,22.49367088607595,41064124.36,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-25,103,Consumable,Ventilator,1961,215,2298,7714.83,147,26,V001,False,13.34013605442177,15128781.629999999,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-26,103,Equipment,Surgical Mask,1041,401,1100,4554.51,269,21,V002,False,3.869888475836431,4741244.91,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-27,107,Consumable,Surgical Mask,1835,292,4074,15670.89,269,21,V001,False,6.821561338289963,28756083.15,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-28,109,Consumable,Ventilator,1067,283,5623,19414.06,328,27,V002,False,3.2530487804878048,20714802.02,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-04-29,109,Consumable,Surgical Mask,3970,718,1848,14710.54,183,6,V003,False,21.693989071038253,58400843.800000004,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-04-30,109,Equipment,IV Drip,3954,565,1625,12197.47,384,11,V003,False,10.296875,48228796.379999995,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-01,107,Equipment,Gloves,1877,441,2447,19006.75,228,25,V001,False,8.232456140350877,35675669.75,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-02,103,Consumable,Surgical Mask,620,744,5222,14231.58,210,12,V002,True,2.9523809523809526,8823579.6,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-05-03,102,Equipment,Ventilator,1112,135,2525,9129.72,42,22,V003,False,26.476190476190474,10152248.639999999,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-05-04,103,Consumable,Gloves,1658,358,925,6433.42,439,29,V002,False,3.776765375854214,10666610.36,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-05,109,Consumable,Ventilator,2581,515,5377,3774.51,418,7,V002,False,6.1746411483253585,9742010.31,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-06,107,Consumable,IV Drip,547,850,1637,17473.68,99,2,V003,True,5.525252525252525,9558102.96,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-05-07,107,Equipment,Ventilator,1306,708,2949,14457.92,197,21,V003,False,6.629441624365482,18882043.52,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-08,105,Consumable,IV Drip,128,805,862,19561.59,95,14,V003,True,1.3473684210526315,2503883.52,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-05-09,101,Consumable,Surgical Mask,2103,16,1470,1504.53,37,16,V001,False,56.83783783783784,3164026.59,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-05-10,102,Consumable,Gloves,3680,913,4919,6294.82,98,16,V001,False,37.55102040816327,23164937.599999998,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-05-11,102,Equipment,X-ray Machine,1812,703,5903,8129.55,332,12,V001,False,5.457831325301205,14730744.6,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-12,108,Equipment,Gloves,881,897,4528,19250.87,303,22,V001,True,2.907590759075908,16960016.47,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-05-13,101,Equipment,X-ray Machine,487,514,5251,11815.94,385,4,V003,True,1.264935064935065,5754362.78,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-05-14,105,Consumable,Surgical Mask,2310,36,1246,13601.84,314,10,V003,False,7.356687898089172,31420250.4,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-15,108,Consumable,Ventilator,2772,645,4262,5417.61,404,23,V003,False,6.861386138613861,15017614.92,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-16,104,Equipment,IV Drip,2089,725,840,5150.14,58,25,V002,False,36.01724137931034,10758642.46,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-05-17,100,Consumable,IV Drip,3414,815,1064,6855.76,40,24,V003,False,85.35,23405564.64,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-05-18,102,Equipment,IV Drip,2804,103,2445,1680.4,344,5,V003,False,8.151162790697674,4711841.600000001,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-05-19,105,Equipment,Surgical Mask,3480,443,4768,18790.34,118,29,V003,False,29.491525423728813,65390383.2,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-05-20,105,Consumable,Surgical Mask,3478,542,4677,8103.52,21,27,V003,False,165.61904761904762,28184042.560000002,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-05-21,100,Consumable,X-ray Machine,4022,487,1145,4010.43,343,24,V003,False,11.725947521865889,16129949.459999999,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-22,108,Consumable,Gloves,2772,897,1211,6876.61,368,25,V001,False,7.532608695652174,19061962.919999998,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-23,101,Consumable,Gloves,4131,450,4851,3916.18,386,18,V001,False,10.702072538860104,16177739.58,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-24,101,Consumable,Ventilator,3045,967,3921,5117.16,306,21,V003,False,9.950980392156863,15581752.2,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-25,100,Consumable,X-ray Machine,2423,449,606,15152.04,201,6,V002,False,12.054726368159203,36713392.92,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-05-26,103,Consumable,Surgical Mask,2096,742,1254,4760.82,416,22,V002,False,5.038461538461538,9978678.719999999,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-27,108,Consumable,Surgical Mask,1357,161,2127,13977.02,353,15,V002,False,3.8441926345609065,18966816.14,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-28,108,Equipment,IV Drip,697,707,5780,11867.51,191,20,V002,True,3.649214659685864,8271654.47,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-05-29,104,Consumable,X-ray Machine,1233,659,1437,2902.09,205,9,V003,False,6.014634146341463,3578276.97,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-05-30,104,Equipment,X-ray Machine,106,650,3782,15274.29,279,4,V002,True,0.37992831541218636,1619074.74,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-05-31,100,Consumable,Surgical Mask,1714,624,5009,17057.52,287,6,V001,False,5.97212543554007,29236589.28,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-06-01,109,Equipment,X-ray Machine,2697,413,4582,19119.77,373,4,V002,False,7.230563002680965,51566019.69,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-06-02,103,Consumable,IV Drip,3450,465,5984,19180.01,192,21,V002,False,17.96875,66171034.49999999,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-06-03,107,Consumable,IV Drip,3519,60,3197,14127.56,8,7,V002,False,439.875,49714883.64,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-06-04,103,Consumable,Surgical Mask,3200,560,4650,5827.25,413,2,V002,False,7.74818401937046,18647200.0,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-06-05,102,Equipment,Surgical Mask,2014,973,3452,758.71,268,26,V001,False,7.514925373134329,1528041.9400000002,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-06-06,101,Consumable,X-ray Machine,3339,774,2709,7804.91,377,10,V002,False,8.856763925729442,26060594.49,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-06-07,101,Equipment,X-ray Machine,3745,424,1029,14662.67,158,13,V001,False,23.70253164556962,54911699.15,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-06-08,102,Equipment,Gloves,820,559,5093,18812.8,401,24,V002,False,2.0448877805486285,15426496.0,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-06-09,101,Consumable,X-ray Machine,4028,962,2979,2271.25,184,23,V001,False,21.891304347826086,9148595.0,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-06-10,104,Consumable,X-ray Machine,2776,904,4100,10845.07,229,6,V003,False,12.12227074235808,30105914.32,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-06-11,102,Consumable,Ventilator,2108,655,3634,9495.74,181,3,V001,False,11.646408839779005,20017019.919999998,Safe,T003,RSUD Bhakti Dharma Husada,C
2025-06-12,105,Equipment,Surgical Mask,607,69,5435,915.04,106,26,V001,False,5.726415094339623,555429.28,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-06-13,105,Consumable,X-ray Machine,1140,986,4594,13013.72,281,28,V002,False,4.056939501779359,14835640.799999999,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-06-14,105,Equipment,Ventilator,170,484,1610,17451.66,423,15,V001,True,0.40189125295508277,2966782.2,Critical,T003,RSUD Bhakti Dharma Husada,C
2025-06-15,102,Equipment,X-ray Machine,3140,455,3055,9237.32,220,20,V001,False,14.272727272727273,29005184.8,Warning,T003,RSUD Bhakti Dharma Husada,C
2025-06-16,105,Equipment,Surgical Mask,1099,809,1789,10465.55,62,6,V001,False,17.725806451612904,11501639.45,Safe,T003,RSUD Bhakti Dharma Husada,C
